ID,Language_ID,Name,Description,Segments,Morpheme_ID,Parameter_ID,Comment,Source,Part_Of_Speech
yeremutu-ash,yab,yeremutu,,j e r e m u t u,yeremutu-ash,ash,,,
kanawa-canoe,yab,kanawa,,k a n a w a,kanawa-canoe,canoe,,,
kemichini-be-cold,yab,këmïchini,,k ə m ɨ t͡ʃ i n i,kemichini-be-cold,be cold,,,
yakuri-agouti,yab,yakuri,,j a k u r i,yakuri-agouti,agouti,,,
makampra-aunt,yab,makampra,,m a k a m p r a,makampra-aunt,aunt,older sister of mother,,
yemi-be-hungry,yab,yëmï,,j ə m ɨ,yemi-be-hungry,be hungry,,,
yomi-be-hungry,yab,yomi,,j o m i,yemi-be-hungry,be hungry,,,
yemi-be-hungry-1,yab,yëmi,,j ə m i,yemi-be-hungry,be hungry,,,
ijmojka-cook,yab,ijmojka,,i h m o h k a,ijmojka-cook,cook,,,
ijmoka-cook,yab,ijmoka,,i h m o k a,ijmojka-cook,cook,,,
padrastro-stepfather,yab,padrastro,,p a d r a s t r o,padrastro-stepfather,stepfather,,,
rafa-r,yab,rafa,,r a f a,rafa-r,R.,,,
perez-p,yab,perez,,p e r e s,perez-p,P.,,,
akere-with,yab,akërë,,a k ə r ə,akere-with,with,,,
ka-all,yab,ka,,k a,ka-all,ALL,,,
maijte-go-imp,yab,maijtë,,m a i h t ə,maijte-go-imp,go.IMP,,,
ammm-um,yab,ammm,,a m m m,ammm-um,um,,,
ejnomo-ejnomo,yab,ejnomo,,e h n o m o,ejnomo-ejnomo,ejnomo,mother of the water,,
jra-neg,yab,jra,,h r a,jra-neg,NEG,"From PC \*_pïra_; usually occurs as an enclitic on verbs, nouns and adverbials.",,
chipokono-because,yab,chipokono,,t͡ʃ i p o k o n o,chipokono-because,because,etymologically COP=about(-NMLZ),,
chipokon-because,yab,chipokon,,t͡ʃ i p o k o n,chipokono-because,because,etymologically COP=about(-NMLZ),,
chipeken-because,yab,chipëkën,,t͡ʃ i p ə k ə n,chipokono-because,because,etymologically COP=about(-NMLZ),,
chipeke-because,yab,chipëkë,,t͡ʃ i p ə k ə,chipokono-because,because,etymologically COP=about(-NMLZ),,
kontomo-pl,yab,kontomo,,k o n t o m o,kontomopl,PL,Often encliticized.,,
kontom-pl,yab,kontom,,k o n t o m,kontomopl,PL,Often encliticized.,,
konton-pl,yab,konton,,k o n t o n,kontomopl,PL,Often encliticized.,,
enirepeke-recently,yab,enirëpëke,,e n i r ə p ə k e,enirepeke-recently,recently,,,
pinita-neg,yab,pïnita,,p ɨ n i t a,pinita-neg,NEG,only attested after in-chaj 'see-PFV',,
jne-pl,yab,jne,,h n e,jnepl,PL,A clitic.,,
mete-thin,yab,mëtë,,m ə t ə,mete-thin,thin,,,
erepi-scare,yab,erepi,,e r e p i,erepi-scare,scare,,,
katupu-pile-up,yab,katupu,,k a t u p u,katupu-pile-up,pile up,,,
keya-big,yab,këya,,k ə j a,keya-big,big?,,,
kiri-thicken,yab,kïrï,,k ɨ r ɨ,kiri-thicken,thicken,,,
pej-witch,yab,pej,,p e h,pecv-witch,witch,,,
yajwe-become-sweet,yab,yajwe,,j a h w e,yajwe-become-sweet,become sweet,,,
yapi-become-worse,yab,yapi,,j a p i,yapi-become-worse,become worse,,,
yatu-become-warm,yab,yatu,,j a t u,yatu-become-warm,become warm,,,
yere-eat,yab,yere,,j e r e,yere-eat,eat,,,
ere-eat,yab,ere,,e r e,yere-eat,eat,,,
ereka-tire,yab,ereka,,e r e k a,ereka-tire,tire,,,
sej-dream,yab,sej,,s e h,secv-dream,dream,,,
apej-grab,yab,apëj,,a p ə h,apeti-grab,grab,,,
tejpo-taste,yab,tejpo,,t e h p o,tejpo-taste,taste,,,
tapi-redness,yab,tapi,,t a p i,tapi-redness,redness,,,
pochi-smell,yab,pochi,,p o t͡ʃ i,pochi-smell,smell,,,
maj-thin,yab,maj,,m a h,macv-thin,thin,,,
paij-full,yab,paij,,p a i h,pai-full,full,,,
